SAV,INDICATOR_CODE,value_2016,value_2025,year_2025,index_2016,index_2025
Kupiškio r. sav.,SLD,3.6,,,1.0,
Kupiškio r. sav.,DAG,59.0,,,1.0,
Kupiškio r. sav.,PAG,27.0,,,1.0,
Kupiškio r. sav.,USS,2.7,,,1.0,
Kupiškio r. sav.,GSM,-22.04,,,1.0,
Kupiškio r. sav.,GSK,-29.0,,,1.0,
Kupiškio r. sav.,KGD,25.89,,,1.0,
Kupiškio r. sav.,M,30.0,,,2.0,
Kupiškio r. sav.,ZNP,58.0,,,3.0,
Kupiškio r. sav.,RIP,4.4,,,1.0,
Kupiškio r. sav.,NII,54.0,,,1.0,
Kupiškio r. sav.,INI,,,,,
Kupiškio r. sav.,PVI,9.0,,,1.0,
Kupiškio r. sav.,KNI,293.00,,,2.0,
Kupiškio r. sav.,NG,,,,,
Kupiškio r. sav.,PVA,1.2,,,1.0,
Kupiškio r. sav.,STP,10.0,,,3.0,
Kupiškio r. sav.,KPO,6.9,,,2.0,
Panevėžio m. sav.,NL,7.4,,,3.0,
Panevėžio m. sav.,IBD,30.7,,,2.0,
Panevėžio m. sav.,LLS,18.7,,,2.0,
Panevėžio m. sav.,MPM,11.9,,,2.0,
Panevėžio m. sav.,MMA,77.7,,,3.0,
Panevėžio m. sav.,EIS,1.54,,,2.0,
Panevėžio m. sav.,VTP,92.0,,,3.0,
Panevėžio m. sav.,KGP,100.0,,,3.0,
Panevėžio m. sav.,OUP,0.06,,,2.0,
Panevėžio m. sav.,KPD,60.0,,,3.0,
Panevėžio m. sav.,GVT,97.0,,,3.0,
Panevėžio m. sav.,VBN,97.0,,,3.0,
Panevėžio m. sav.,CTS,32.0,,,2.0,
Panevėžio m. sav.,NZP,27.0,,,1.0,
Panevėžio m. sav.,VTD,8.00,,,1.0,
Panevėžio m. sav.,OIT,"2,049.04",,,1.0,
Panevėžio m. sav.,EDD,,,,,
Panevėžio m. sav.,NDU,566.0,,,2.0,
Panevėžio m. sav.,TUI,2.8,,,2.0,
Panevėžio m. sav.,MIG,1.4,,,2.0,
Panevėžio m. sav.,PVG,5.6,,,2.0,
Panevėžio m. sav.,UGD,51.0,,,3.0,
Panevėžio m. sav.,NM,-0.02,,,1.0,
Panevėžio m. sav.,SLD,4.5,,,1.0,
Panevėžio m. sav.,DAG,61.0,,,2.0,
Panevėžio m. sav.,PAG,24.0,,,2.0,
Panevėžio m. sav.,USS,6.1,,,3.0,
Panevėžio m. sav.,GSM,-21.84,,,2.0,
Panevėžio m. sav.,GSK,,,,,
Panevėžio m. sav.,KGD,,,,,
Panevėžio m. sav.,M,2.0,,,1.0,
Panevėžio m. sav.,ZNP,30.0,,,2.0,
Panevėžio m. sav.,RIP,3.4,,,1.0,
Panevėžio m. sav.,NII,0.0,,,1.0,
Panevėžio m. sav.,INI,,,,,
Panevėžio m. sav.,PVI,67.9,,,3.0,
Panevėžio m. sav.,KNI,0.00,,,1.0,
Panevėžio m. sav.,NG,,,,,
Panevėžio m. sav.,PVA,18.5,,,3.0,
Panevėžio m. sav.,STP,1.0,,,2.0,
Panevėžio m. sav.,KPO,91.2,,,3.0,
Panevėžio r. sav.,NL,8.6,,,2.0,
Panevėžio r. sav.,IBD,33.7,,,2.0,
Panevėžio r. sav.,LLS,131.0,,,1.0,
Panevėžio r. sav.,MPM,20.0,,,2.0,
Panevėžio r. sav.,MMA,75.6,,,2.0,
Panevėžio r. sav.,EIS,1.53,,,2.0,
Panevėžio r. sav.,VTP,28.9,,,2.0,
Panevėžio r. sav.,KGP,16.0,,,2.0,
Panevėžio r. sav.,OUP,0.06,,,2.0,
Panevėžio r. sav.,KPD,30.0,,,1.0,
Panevėžio r. sav.,GVT,97.0,,,3.0,
Panevėžio r. sav.,VBN,97.0,,,3.0,
Panevėžio r. sav.,CTS,,,,,
Panevėžio r. sav.,NZP,42.0,,,1.0,
Panevėžio r. sav.,VTD,4.00,,,1.0,
Panevėžio r. sav.,OIT,322.60,,,3.0,
Panevėžio r. sav.,EDD,0.2,,,3.0,
Panevėžio r. sav.,NDU,496.0,,,1.0,
Panevėžio r. sav.,TUI,1.2,,,1.0,
Panevėžio r. sav.,MIG,0.8,,,1.0,
Panevėžio r. sav.,PVG,2.8,,,1.0,
Panevėžio r. sav.,UGD,45.0,,,2.0,
Panevėžio r. sav.,NM,0.0,,,2.0,
Panevėžio r. sav.,SLD,7.3,,,3.0,
Panevėžio r. sav.,DAG,62.0,,,2.0,
Panevėžio r. sav.,PAG,23.0,,,2.0,
Panevėžio r. sav.,USS,3.7,,,2.0,
Panevėžio r. sav.,GSM,-15.06,,,2.0,
Panevėžio r. sav.,GSK,-14.0,,,2.0,
Panevėžio r. sav.,KGD,24.19,,,1.0,
Panevėžio r. sav.,M,35.0,,,2.0,
Panevėžio r. sav.,ZNP,56.0,,,3.0,
Panevėžio r. sav.,RIP,4.62,,,1.0,
Panevėžio r. sav.,NII,9.0,,,1.0,
Panevėžio r. sav.,INI,,,,,
Panevėžio r. sav.,PVI,47.7,,,3.0,
Panevėžio r. sav.,KNI,248.00,,,1.0,
Panevėžio r. sav.,NG,,,,,
Panevėžio r. sav.,PVA,2.4,,,1.0,
Panevėžio r. sav.,STP,20.0,,,3.0,
Panevėžio r. sav.,KPO,3.9,,,1.0,
Pasvalio r. sav.,NL,12.1,,,1.0,
Pasvalio r. sav.,IBD,39.0,,,2.0,
Pasvalio r. sav.,LLS,65.3,,,3.0,
Pasvalio r. sav.,MPM,16.1,,,3.0,
Pasvalio r. sav.,MMA,72.2,,,2.0,
Pasvalio r. sav.,EIS,1.11,,,3.0,
Pasvalio r. sav.,VTP,33.1,,,2.0,
Pasvalio r. sav.,KGP,0.0,,,1.0,
Pasvalio r. sav.,OUP,0.08,,,2.0,
Pasvalio r. sav.,KPD,29.0,,,1.0,
Pasvalio r. sav.,GVT,95.0,,,3.0,
Pasvalio r. sav.,VBN,67.0,,,2.0,
Pasvalio r. sav.,CTS,11.0,,,1.0,
Pasvalio r. sav.,NZP,23.0,,,1.0,
Pasvalio r. sav.,VTD,5.00,,,1.0,
Pasvalio r. sav.,OIT,456.21,,,3.0,
Pasvalio r. sav.,EDD,0.6,,,3.0,
Pasvalio r. sav.,NDU,488.0,,,1.0,
Pasvalio r. sav.,TUI,0.3,,,1.0,
Pasvalio r. sav.,MIG,0.8,,,1.0,
Pasvalio r. sav.,PVG,1.7,,,1.0,
Pasvalio r. sav.,UGD,35.9,,,1.0,
Pasvalio r. sav.,NM,-0.03,,,1.0,
Pasvalio r. sav.,SLD,3.6,,,1.0,
Pasvalio r. sav.,DAG,60.0,,,1.0,
Pasvalio r. sav.,PAG,25.0,,,2.0,
Pasvalio r. sav.,USS,2.4,,,1.0,
Pasvalio r. sav.,GSM,-20.56,,,2.0,
Pasvalio r. sav.,GSK,-29.2,,,1.0,
Pasvalio r. sav.,KGD,23.26,,,1.0,
Pasvalio r. sav.,M,17.0,,,1.0,
Pasvalio r. sav.,ZNP,75.0,,,3.0,
Pasvalio r. sav.,RIP,4.15,,,1.0,
Pasvalio r. sav.,NII,6.0,,,1.0,
Pasvalio r. sav.,INI,,,,,
Pasvalio r. sav.,PVI,12.0,,,1.0,
Pasvalio r. sav.,KNI,0.00,,,1.0,
Pasvalio r. sav.,NG,,,,,
Pasvalio r. sav.,PVA,4.5,,,2.0,
Pasvalio r. sav.,STP,7.0,,,2.0,
Pasvalio r. sav.,KPO,5.3,,,1.0,
Rokiškio r. sav.,NL,11.3,,,2.0,
Rokiškio r. sav.,IBD,46.9,,,1.0,
Rokiškio r. sav.,LLS,192.0,,,1.0,
Rokiškio r. sav.,MPM,16.4,,,3.0,
Rokiškio r. sav.,MMA,76.7,,,3.0,
Rokiškio r. sav.,EIS,1.03,,,3.0,
Rokiškio r. sav.,VTP,32.0,,,2.0,
Rokiškio r. sav.,KGP,11.0,,,1.0,
Rokiškio r. sav.,OUP,0.09,,,2.0,
Rokiškio r. sav.,KPD,41.0,,,2.0,
Rokiškio r. sav.,GVT,72.0,,,3.0,
Rokiškio r. sav.,VBN,59.0,,,2.0,
Rokiškio r. sav.,CTS,17.0,,,1.0,
Rokiškio r. sav.,NZP,47.0,,,1.0,
Rokiškio r. sav.,VTD,57.00,,,2.0,
Rokiškio r. sav.,OIT,713.23,,,3.0,
Rokiškio r. sav.,EDD,1.0,,,3.0,
Rokiškio r. sav.,NDU,507.0,,,1.0,
Rokiškio r. sav.,TUI,0.5,,,1.0,
Rokiškio r. sav.,MIG,0.9,,,1.0,
Rokiškio r. sav.,PVG,2.7,,,1.0,
Rokiškio r. sav.,UGD,34.7,,,1.0,
Rokiškio r. sav.,NM,-0.02,,,1.0,
Rokiškio r. sav.,SLD,3.1,,,1.0,
Rokiškio r. sav.,DAG,60.0,,,1.0,
Rokiškio r. sav.,PAG,27.0,,,1.0,
Rokiškio r. sav.,USS,2.9,,,1.0,
Rokiškio r. sav.,GSM,-29.85,,,1.0,
Rokiškio r. sav.,GSK,-22.0,,,1.0,
Rokiškio r. sav.,KGD,27.39,,,1.0,
Rokiškio r. sav.,M,29.0,,,2.0,
Rokiškio r. sav.,ZNP,55.0,,,3.0,
Rokiškio r. sav.,RIP,5.27,,,1.0,
Rokiškio r. sav.,NII,103.0,,,2.0,
Rokiškio r. sav.,INI,,,,,
Rokiškio r. sav.,PVI,8.6,,,1.0,
Rokiškio r. sav.,KNI,271.00,,,1.0,
Rokiškio r. sav.,NG,,,,,
Rokiškio r. sav.,PVA,5.4,,,2.0,
Rokiškio r. sav.,STP,6.0,,,2.0,
Rokiškio r. sav.,KPO,4.6,,,1.0,
Akmenės r. sav.,NL,13.6,,,1.0,
Akmenės r. sav.,IBD,40.5,,,2.0,
Akmenės r. sav.,LLS,37.1,,,3.0,
Akmenės r. sav.,MPM,14.5,,,3.0,
Akmenės r. sav.,MMA,76.8,,,3.0,
Akmenės r. sav.,EIS,0.4,,,3.0,
Akmenės r. sav.,VTP,25.6,,,2.0,
Akmenės r. sav.,KGP,18.0,,,2.0,
Akmenės r. sav.,OUP,0.08,,,2.0,
Akmenės r. sav.,KPD,31.0,,,1.0,
Akmenės r. sav.,GVT,,,,,
Akmenės r. sav.,VBN,,,,,
Akmenės r. sav.,CTS,26.0,,,2.0,
Akmenės r. sav.,NZP,41.0,,,1.0,
Akmenės r. sav.,VTD,45.00,,,2.0,
Akmenės r. sav.,OIT,"4,910.17",,,1.0,
Akmenės r. sav.,EDD,0.7,,,3.0,
Akmenės r. sav.,NDU,544.0,,,2.0,
Akmenės r. sav.,TUI,3.9,,,2.0,
Akmenės r. sav.,MIG,1.8,,,2.0,
Akmenės r. sav.,PVG,2.9,,,1.0,
Akmenės r. sav.,UGD,30.3,,,1.0,
Akmenės r. sav.,NM,-0.02,,,1.0,
Akmenės r. sav.,SLD,3.6,,,1.0,
Akmenės r. sav.,DAG,59.0,,,1.0,
Akmenės r. sav.,PAG,6.0,,,3.0,
Akmenės r. sav.,USS,2.6,,,1.0,
Akmenės r. sav.,GSM,-32.01,,,1.0,
Akmenės r. sav.,GSK,-30.0,,,1.0,
Akmenės r. sav.,KGD,26.99,,,1.0,
Akmenės r. sav.,M,33.0,,,2.0,
Akmenės r. sav.,ZNP,57.0,,,3.0,
Akmenės r. sav.,RIP,3.73,,,1.0,
Akmenės r. sav.,NII,316.0,,,3.0,
Akmenės r. sav.,INI,,,,,
Akmenės r. sav.,PVI,13.8,,,1.0,
Akmenės r. sav.,KNI,878.00,,,3.0,
Akmenės r. sav.,NG,,,,,
Akmenės r. sav.,PVA,1.6,,,1.0,
Akmenės r. sav.,STP,15.0,,,3.0,
Akmenės r. sav.,KPO,4.8,,,1.0,
Joniškio r. sav.,NL,11.2,,,2.0,
Joniškio r. sav.,IBD,47.8,,,1.0,
Joniškio r. sav.,LLS,52.1,,,3.0,
Joniškio r. sav.,MPM,15.4,,,3.0,
Joniškio r. sav.,MMA,72.8,,,2.0,
Joniškio r. sav.,EIS,0.5,,,3.0,
Joniškio r. sav.,VTP,29.3,,,2.0,
Joniškio r. sav.,KGP,0.0,,,1.0,
Joniškio r. sav.,OUP,0.1,,,2.0,
Joniškio r. sav.,KPD,26.0,,,1.0,
Joniškio r. sav.,GVT,71.0,,,2.0,
Joniškio r. sav.,VBN,59.0,,,2.0,
Joniškio r. sav.,CTS,11.0,,,1.0,
Joniškio r. sav.,NZP,24.0,,,1.0,
Joniškio r. sav.,VTD,0.00,,,1.0,
Joniškio r. sav.,OIT,198.17,,,3.0,
Joniškio r. sav.,EDD,0.3,,,3.0,
Joniškio r. sav.,NDU,486.2,,,1.0,
Joniškio r. sav.,TUI,0.1,,,1.0,
Joniškio r. sav.,MIG,0.7,,,1.0,
Joniškio r. sav.,PVG,1.7,,,1.0,
Joniškio r. sav.,UGD,36.7,,,1.0,
Joniškio r. sav.,NM,-0.02,,,1.0,
Joniškio r. sav.,SLD,4.8,,,2.0,
Joniškio r. sav.,DAG,61.0,,,2.0,
Joniškio r. sav.,PAG,25.0,,,2.0,
Joniškio r. sav.,USS,3.0,,,1.0,
Joniškio r. sav.,GSM,-23.14,,,1.0,
Joniškio r. sav.,GSK,-31.0,,,1.0,
Joniškio r. sav.,KGD,24.91,,,1.0,
Joniškio r. sav.,M,20.0,,,1.0,
Joniškio r. sav.,ZNP,73.0,,,3.0,
Joniškio r. sav.,RIP,4.05,,,1.0,
Joniškio r. sav.,NII,63.0,,,1.0,
Joniškio r. sav.,INI,,,,,
Joniškio r. sav.,PVI,7.6,,,1.0,
Joniškio r. sav.,KNI,243.00,,,1.0,
Joniškio r. sav.,NG,,,,,
Joniškio r. sav.,PVA,1.5,,,1.0,
Joniškio r. sav.,STP,11.0,,,3.0,
Joniškio r. sav.,KPO,5.1,,,1.0,
Kelmės r. sav.,NL,13.5,,,1.0,
Kelmės r. sav.,IBD,49.2,,,1.0,
Kelmės r. sav.,LLS,68.5,,,3.0,
Kelmės r. sav.,MPM,15.9,,,3.0,
Kelmės r. sav.,MMA,74.8,,,2.0,
Kelmės r. sav.,EIS,1.3,,,3.0,
Kelmės r. sav.,VTP,31.6,,,2.0,
Kelmės r. sav.,KGP,0.0,,,1.0,
Kelmės r. sav.,OUP,0.06,,,2.0,
Kelmės r. sav.,KPD,20.0,,,1.0,
Kelmės r. sav.,GVT,73.0,,,3.0,
Kelmės r. sav.,VBN,49.0,,,2.0,
Kelmės r. sav.,CTS,9.0,,,1.0,
Kelmės r. sav.,NZP,44.0,,,1.0,
Kelmės r. sav.,VTD,80.00,,,3.0,
Kelmės r. sav.,OIT,206.11,,,3.0,
Kelmės r. sav.,EDD,1.7,,,2.0,
Kelmės r. sav.,NDU,469.7,,,1.0,
Kelmės r. sav.,TUI,0.0,,,1.0,
Kelmės r. sav.,MIG,0.4,,,1.0,
Kelmės r. sav.,PVG,1.5,,,1.0,
Kelmės r. sav.,UGD,41.5,,,2.0,
Kelmės r. sav.,NM,-0.02,,,1.0,
Kelmės r. sav.,SLD,2.3,,,1.0,
Kelmės r. sav.,DAG,60.0,,,1.0,
Kelmės r. sav.,PAG,26.0,,,2.0,
Kelmės r. sav.,USS,2.7,,,1.0,
Kelmės r. sav.,GSM,-23.45,,,1.0,
Kelmės r. sav.,GSK,-33.0,,,1.0,
Kelmės r. sav.,KGD,25.63,,,1.0,
Kelmės r. sav.,M,33.0,,,2.0,
Kelmės r. sav.,ZNP,57.0,,,3.0,
Kelmės r. sav.,RIP,4.44,,,1.0,
Kelmės r. sav.,NII,86.0,,,2.0,
Kelmės r. sav.,INI,,,,,
Kelmės r. sav.,PVI,3.5,,,1.0,
Kelmės r. sav.,KNI,142.00,,,1.0,
Kelmės r. sav.,NG,,,,,
Kelmės r. sav.,PVA,2.2,,,1.0,
Kelmės r. sav.,STP,14.0,,,3.0,
Kelmės r. sav.,KPO,6.2,,,1.0,
Pakruojo r. sav.,NL,8.9,,,2.0,
Pakruojo r. sav.,IBD,36.1,,,2.0,
Pakruojo r. sav.,LLS,43.3,,,3.0,
Pakruojo r. sav.,MPM,20.3,,,2.0,
Pakruojo r. sav.,MMA,69.8,,,1.0,
Pakruojo r. sav.,EIS,0.7,,,3.0,
Pakruojo r. sav.,VTP,30.1,,,2.0,
Pakruojo r. sav.,KGP,0.0,,,1.0,
Pakruojo r. sav.,OUP,0.08,,,2.0,
Pakruojo r. sav.,KPD,33.0,,,2.0,
Pakruojo r. sav.,GVT,76.0,,,3.0,
Pakruojo r. sav.,VBN,62.0,,,2.0,
Pakruojo r. sav.,CTS,10.0,,,1.0,
Pakruojo r. sav.,NZP,27.0,,,1.0,
Pakruojo r. sav.,VTD,0.00,,,1.0,
Pakruojo r. sav.,OIT,190.42,,,3.0,
Pakruojo r. sav.,EDD,0.4,,,3.0,
Pakruojo r. sav.,NDU,506.8,,,1.0,
Pakruojo r. sav.,TUI,1.9,,,1.0,
Pakruojo r. sav.,MIG,0.9,,,1.0,
Pakruojo r. sav.,PVG,2.0,,,1.0,
Pakruojo r. sav.,UGD,36.3,,,1.0,
Pakruojo r. sav.,NM,-0.03,,,1.0,
Pakruojo r. sav.,SLD,3.8,,,1.0,
Pakruojo r. sav.,DAG,60.0,,,1.0,
Pakruojo r. sav.,PAG,24.0,,,2.0,
Pakruojo r. sav.,USS,3.0,,,1.0,
Pakruojo r. sav.,GSM,-21.42,,,2.0,
Pakruojo r. sav.,GSK,-32.0,,,1.0,
Pakruojo r. sav.,KGD,24.29,,,1.0,
Pakruojo r. sav.,M,20.0,,,1.0,
Pakruojo r. sav.,ZNP,72.0,,,3.0,
Pakruojo r. sav.,RIP,4.26,,,1.0,
Pakruojo r. sav.,NII,98.0,,,2.0,
Pakruojo r. sav.,INI,,,,,
Pakruojo r. sav.,PVI,3.5,,,1.0,
Pakruojo r. sav.,KNI,"1,284.00",,,3.0,
Pakruojo r. sav.,NG,,,,,
Pakruojo r. sav.,PVA,1.4,,,1.0,
Pakruojo r. sav.,STP,12.0,,,3.0,
Pakruojo r. sav.,KPO,6.9,,,2.0,
Radviliškio r. sav.,NL,10.7,,,2.0,
Radviliškio r. sav.,IBD,39.6,,,2.0,
Radviliškio r. sav.,LLS,36.6,,,3.0,
Radviliškio r. sav.,MPM,15.4,,,3.0,
Radviliškio r. sav.,MMA,73.4,,,2.0,
Radviliškio r. sav.,EIS,1.0,,,3.0,
Radviliškio r. sav.,VTP,25.9,,,2.0,
Radviliškio r. sav.,KGP,28.0,,,3.0,
Radviliškio r. sav.,OUP,0.07,,,2.0,
Radviliškio r. sav.,KPD,24.0,,,1.0,
Radviliškio r. sav.,GVT,77.0,,,3.0,
Radviliškio r. sav.,VBN,72.0,,,3.0,
Radviliškio r. sav.,CTS,18.0,,,1.0,
Radviliškio r. sav.,NZP,33.0,,,1.0,
Radviliškio r. sav.,VTD,25.00,,,1.0,
Radviliškio r. sav.,OIT,677.12,,,3.0,
Radviliškio r. sav.,EDD,0.3,,,3.0,
Radviliškio r. sav.,NDU,468.8,,,1.0,
Radviliškio r. sav.,TUI,0.4,,,1.0,
Radviliškio r. sav.,MIG,0.8,,,1.0,
Radviliškio r. sav.,PVG,2.5,,,1.0,
Radviliškio r. sav.,UGD,42.6,,,2.0,
Radviliškio r. sav.,NM,-0.02,,,1.0,
Radviliškio r. sav.,SLD,5.0,,,2.0,
Radviliškio r. sav.,DAG,60.0,,,1.0,
Radviliškio r. sav.,PAG,24.0,,,2.0,
Radviliškio r. sav.,USS,2.7,,,1.0,
Radviliškio r. sav.,GSM,-22.16,,,1.0,
Radviliškio r. sav.,GSK,-31.0,,,1.0,
Radviliškio r. sav.,KGD,22.22,,,1.0,
Radviliškio r. sav.,M,26.0,,,2.0,
Radviliškio r. sav.,ZNP,65.0,,,3.0,
Radviliškio r. sav.,RIP,4.73,,,1.0,
Radviliškio r. sav.,NII,170.0,,,3.0,
Radviliškio r. sav.,INI,,,,,
Radviliškio r. sav.,PVI,12.3,,,1.0,
Radviliškio r. sav.,KNI,263.00,,,1.0,
Radviliškio r. sav.,NG,,,,,
Radviliškio r. sav.,PVA,2.6,,,1.0,
Radviliškio r. sav.,STP,10.0,,,3.0,
Radviliškio r. sav.,KPO,4.9,,,1.0,
Šiaulių m. sav.,NL,5.3,,,3.0,
Šiaulių m. sav.,IBD,21.1,,,3.0,
Šiaulių m. sav.,LLS,132.7,,,1.0,
Šiaulių m. sav.,MPM,12.6,,,2.0,
Šiaulių m. sav.,MMA,75.3,,,2.0,
Šiaulių m. sav.,EIS,1.7,,,2.0,
Šiaulių m. sav.,VTP,76.2,,,3.0,
Šiaulių m. sav.,KGP,97.0,,,3.0,
Šiaulių m. sav.,OUP,0.08,,,2.0,
Šiaulių m. sav.,KPD,54.0,,,3.0,
Šiaulių m. sav.,GVT,96.0,,,3.0,
Šiaulių m. sav.,VBN,98.0,,,3.0,
Šiaulių m. sav.,CTS,36.0,,,2.0,
Šiaulių m. sav.,NZP,44.0,,,1.0,
Šiaulių m. sav.,VTD,16.00,,,1.0,
Šiaulių m. sav.,OIT,964.39,,,2.0,
Šiaulių m. sav.,EDD,,,,,
Šiaulių m. sav.,NDU,537.1,,,2.0,
Šiaulių m. sav.,TUI,1.0,,,1.0,
Šiaulių m. sav.,MIG,2.0,,,2.0,
Šiaulių m. sav.,PVG,6.2,,,2.0,
Šiaulių m. sav.,UGD,49.5,,,3.0,
Šiaulių m. sav.,NM,-0.02,,,1.0,
Šiaulių m. sav.,SLD,5.4,,,2.0,
Šiaulių m. sav.,DAG,62.0,,,2.0,
Šiaulių m. sav.,PAG,22.0,,,2.0,
Šiaulių m. sav.,USS,6.1,,,3.0,
Šiaulių m. sav.,GSM,-23.08,,,1.0,
Šiaulių m. sav.,GSK,,,,,
Šiaulių m. sav.,KGD,,,,,
Šiaulių m. sav.,M,6.0,,,1.0,
Šiaulių m. sav.,ZNP,15.0,,,1.0,
Šiaulių m. sav.,RIP,3.51,,,1.0,
Šiaulių m. sav.,NII,3.0,,,1.0,
Šiaulių m. sav.,INI,,,,,
Šiaulių m. sav.,PVI,102.3,,,3.0,
Šiaulių m. sav.,KNI,0.00,,,1.0,
Šiaulių m. sav.,NG,,,,,
Šiaulių m. sav.,PVA,13.0,,,3.0,
Šiaulių m. sav.,STP,19.0,,,3.0,
Šiaulių m. sav.,KPO,42.0,,,3.0,
Šiaulių r. sav.,NL,7.9,,,3.0,
Šiaulių r. sav.,IBD,29.8,,,2.0,
Šiaulių r. sav.,LLS,28.0,,,2.0,
Šiaulių r. sav.,MPM,16.8,,,3.0,
Šiaulių r. sav.,MMA,71.4,,,2.0,
Šiaulių r. sav.,EIS,1.3,,,3.0,
Šiaulių r. sav.,VTP,33.1,,,2.0,
Šiaulių r. sav.,KGP,27.0,,,2.0,
Šiaulių r. sav.,OUP,0.08,,,2.0,
Šiaulių r. sav.,KPD,24.0,,,1.0,
Šiaulių r. sav.,GVT,46.0,,,2.0,
Šiaulių r. sav.,VBN,40.0,,,1.0,
Šiaulių r. sav.,CTS,10.0,,,1.0,
Šiaulių r. sav.,NZP,45.0,,,1.0,
Šiaulių r. sav.,VTD,29.00,,,1.0,
Šiaulių r. sav.,OIT,258.89,,,3.0,
Šiaulių r. sav.,EDD,0.4,,,3.0,
Šiaulių r. sav.,NDU,482.6,,,1.0,
Šiaulių r. sav.,TUI,0.5,,,1.0,
Šiaulių r. sav.,MIG,1.1,,,1.0,
Šiaulių r. sav.,PVG,2.3,,,1.0,
Šiaulių r. sav.,UGD,46.7,,,3.0,
Šiaulių r. sav.,NM,0.0,,,3.0,
Šiaulių r. sav.,SLD,11.5,,,3.0,
Šiaulių r. sav.,DAG,62.0,,,2.0,
Šiaulių r. sav.,PAG,23.0,,,2.0,
Šiaulių r. sav.,USS,3.4,,,1.0,
Šiaulių r. sav.,GSM,-20.9,,,2.0,
Šiaulių r. sav.,GSK,-19.0,,,1.0,
Šiaulių r. sav.,KGD,16.53,,,2.0,
Šiaulių r. sav.,M,35.0,,,2.0,
Šiaulių r. sav.,ZNP,55.0,,,3.0,
Šiaulių r. sav.,RIP,5.22,,,1.0,
Šiaulių r. sav.,NII,55.0,,,1.0,
Šiaulių r. sav.,INI,,,,,
Šiaulių r. sav.,PVI,8.9,,,1.0,
Šiaulių r. sav.,KNI,434.00,,,2.0,
Šiaulių r. sav.,NG,,,,,
Šiaulių r. sav.,PVA,3.0,,,1.0,
Šiaulių r. sav.,STP,17.0,,,3.0,
Šiaulių r. sav.,KPO,7.5,,,2.0,
Jurbarko r. sav.,NL,13.4,,,1.0,
Jurbarko r. sav.,IBD,42.4,,,1.0,
Jurbarko r. sav.,LLS,66.0,,,3.0,
Jurbarko r. sav.,MPM,18.5,,,3.0,
Jurbarko r. sav.,MMA,69.1,,,1.0,
Jurbarko r. sav.,EIS,0.8,,,3.0,
Jurbarko r. sav.,VTP,17.6,,,1.0,
Jurbarko r. sav.,KGP,0.0,,,1.0,
Jurbarko r. sav.,OUP,0.06,,,3.0,
Jurbarko r. sav.,KPD,26.0,,,1.0,
Jurbarko r. sav.,GVT,66.0,,,2.0,
Jurbarko r. sav.,VBN,51.0,,,2.0,
Jurbarko r. sav.,CTS,12.0,,,1.0,
Jurbarko r. sav.,NZP,45.0,,,1.0,
Jurbarko r. sav.,VTD,35.00,,,2.0,
Jurbarko r. sav.,OIT,125.44,,,3.0,
Jurbarko r. sav.,EDD,1.5,,,2.0,
Jurbarko r. sav.,NDU,480.0,,,1.0,
Jurbarko r. sav.,TUI,0.0,,,1.0,
Jurbarko r. sav.,MIG,0.8,,,1.0,
Jurbarko r. sav.,PVG,2.1,,,1.0,
Jurbarko r. sav.,UGD,43.5,,,2.0,
Jurbarko r. sav.,NM,-0.02,,,1.0,
Jurbarko r. sav.,SLD,4.5,,,1.0,
Jurbarko r. sav.,DAG,60.0,,,1.0,
Jurbarko r. sav.,PAG,25.0,,,2.0,
Jurbarko r. sav.,USS,2.9,,,1.0,
Jurbarko r. sav.,GSM,-23.24,,,1.0,
Jurbarko r. sav.,GSK,-29.0,,,1.0,
Jurbarko r. sav.,KGD,12.1,,,2.0,
Jurbarko r. sav.,M,38.0,,,2.0,
Jurbarko r. sav.,ZNP,54.0,,,3.0,
Jurbarko r. sav.,RIP,4.72,,,1.0,
Jurbarko r. sav.,NII,48.0,,,1.0,
Jurbarko r. sav.,INI,,,,,
Jurbarko r. sav.,PVI,10.3,,,1.0,
Jurbarko r. sav.,KNI,157.00,,,1.0,
Jurbarko r. sav.,NG,,,,,
Jurbarko r. sav.,PVA,2.3,,,1.0,
Jurbarko r. sav.,STP,21.0,,,3.0,
Jurbarko r. sav.,KPO,4.6,,,1.0,
Pagėgių sav.,NL,10.0,,,2.0,
Pagėgių sav.,IBD,52.8,,,1.0,
Pagėgių sav.,LLS,19.8,,,2.0,
Pagėgių sav.,MPM,22.8,,,2.0,
Pagėgių sav.,MMA,65.6,,,1.0,
Pagėgių sav.,EIS,1.0,,,3.0,
Pagėgių sav.,VTP,20.2,,,1.0,
Pagėgių sav.,KGP,0.0,,,1.0,
Pagėgių sav.,OUP,0.07,,,2.0,
Pagėgių sav.,KPD,20.0,,,1.0,
Pagėgių sav.,GVT,64.0,,,2.0,
Pagėgių sav.,VBN,38.0,,,1.0,
Pagėgių sav.,CTS,,,,,
Pagėgių sav.,NZP,35.0,,,1.0,
Pagėgių sav.,VTD,55.00,,,2.0,
Pagėgių sav.,OIT,43.93,,,3.0,
Pagėgių sav.,EDD,0.8,,,3.0,
Pagėgių sav.,NDU,538.2,,,2.0,
Pagėgių sav.,TUI,0.0,,,1.0,
Pagėgių sav.,MIG,1.6,,,2.0,
Pagėgių sav.,PVG,1.1,,,1.0,
Pagėgių sav.,UGD,42.8,,,2.0,
Pagėgių sav.,NM,-0.03,,,1.0,
